Join_Count,TARGET_FID,SIGHTING,START_DATE,END_DATE,LOCALITY,LATITUDE,LONGITUDE,DATUM,PRECISION,TAXON_ID,SCI_NAME,COM_NAME,NCA,EPBC,VETTING,Join_Cou_1,TARGET_F_1,TOWN,DATE_SEEN,STATUS,NUMBER_SEE,READ_MORE,F8,F9,F10,F11,F12,ADMINAREAN,LOC_CODE,OBJECTID,RE,RE1,RE2,RE3,RE4,RE5,PERCENT,PC1,PC2,PC3,PC4,PC5,RE_LABEL,PC_LABEL,SCALE,LANDZONE,BD_STATUS,BD_SYMBOL,VM_CLASS,VM_SYMBOL,VM_POLY,VERSION,L,V,BVG1M,BVG1M_PC,DBVG1M,DBVG2M,DBVG5M,RE1_stem,RE2_stem,RE3_stem,RE4_stem,RE5_stem,Shape_Leng,Shape_Area,area_ha
0,0,79.727.900.000,19921220,19921220,Laguna Lookout.,-2.639.007,15.310.939,GDA94,130.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,0,,,,0.000000,,,,,,,,,0,12.2.15,12.2.15,,,,,100,100,0,0,0,0,12.2.15,100,50,2,NC,170,L,171,LeastC,9.0,B,B,34c,100,34c,34,15,12.2.15,,,,,0.0229496878285,6,46E+05,7.138.369
0,0,87.278.800.000,19900101,19930301,No locality provided, Noosa,-2.644.007,15.284.273,GDA94,130.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,1,,,,0.000000,,,,,,,,,0,non-rem,non-rem,,,,,100,100,0,0,0,0,non-rem,100,100,nil,-,1,-,1,non-rem,9.0,A,A,non-rem,100,non-rem,non-rem,non-rem,non-rem,,,,,169.087.764.364,0.418883028839,461.831.921.464
0,0,96.560.800.000,19931009,19931009,No locality provided, Noosa,-2.640.674,15.309.272,GDA94,130.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,2,,,,0.000000,,,,,,,,,0,12.2.15/12.2.12,12.2.15,12.2.12,,,,70/30,70,30,0,0,0,12.2.15/12.2.12,70/30,50,2,NC/NC,170,L/L,171,LeastC,9.0,B,B,34c/29a,70/30,34c,34,15,12.2.15,12.2.12,,,,0.0869287255056,7,60E+06,58.765.315
0,0,106.615.400.000,19920709,19920709,Council Chambers at Noosa in park near boat ramp and car park,-2.639.007,15.304.272,GDA94,130.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,C,1,3,,,,0.000000,,,,,,,,,0,estuary,estuary,,,,,100,100,0,0,0,0,estuary,100,50,nil,-,253,-,253,estuary,9.0,A,A,estuary,100,estuary,estuary,estuary,estuary,,,,,161.701.817.862,0.00540836508528,5.978.244.735
0,0,265.172.700.000,17700523,19961231,LOCATION NOT GIVEN - ONLY PARISH + PORTION NUMBER,-2.639.841,15.298.439,GDA94,90.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,4,,,,0.000000,,,,,,,,,0,12.9-10.1/12.9-10.17,12.9-10.1,12.9-10.17,,,,70/30,70,30,0,0,0,12.9-10.1/12.9-10.17,70/30,50,09/out,OC/NC,143,O/L,117,O-dom,9.0,B,B,8a/9a,70/30,8a,8,2,12.9-10.1,12.9-10.17,,,,0.350739935899,0.00032593687317,252.036.639
0,0,265.174.500.000,17700523,19961231,LOCATION NOT GIVEN - ONLY PARISH + PORTION NUMBER,-2.641.507,15.286.773,GDA94,90.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,5,,,,0.000000,,,,,,,,,0,non-rem,non-rem,,,,,100,100,0,0,0,0,non-rem,100,100,nil,-,1,-,1,non-rem,9.0,A,A,non-rem,100,non-rem,non-rem,non-rem,non-rem,,,,,169.087.764.364,0.418883028839,461.831.921.464
0,0,265.182.500.000,17700523,19961231,HAPPY JACK CK,,-2.644.841,15.280.106,GDA94,90.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,6,,,,0.000000,,,,,,,,,0,non-rem,non-rem,,,,,100,100,0,0,0,0,non-rem,100,100,nil,-,1,-,1,non-rem,9.0,A,A,non-rem,100,non-rem,non-rem,non-rem,non-rem,,,,,169.087.764.364,0.418883028839,461.831.921.464
0,0,265.283.300.000,17700523,19961231,LOCATION NOT GIVEN - ONLY PARISH + PORTION NUMBER,-2.639.841,15.298.439,GDA94,90.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,7,,,,0.000000,,,,,,,,,0,12.9-10.1/12.9-10.17,12.9-10.1,12.9-10.17,,,,70/30,70,30,0,0,0,12.9-10.1/12.9-10.17,70/30,50,09/out,OC/NC,143,O/L,117,O-dom,9.0,B,B,8a/9a,70/30,8a,8,2,12.9-10.1,12.9-10.17,,,,0.350739935899,0.00032593687317,252.036.639
0,0,265.285.100.000,17700523,19961231,LOCATION NOT GIVEN - ONLY PARISH + PORTION NUMBER,-2.641.507,15.286.773,GDA94,90.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,8,,,,0.000000,,,,,,,,,0,non-rem,non-rem,,,,,100,100,0,0,0,0,non-rem,100,100,nil,-,1,-,1,non-rem,9.0,A,A,non-rem,100,non-rem,non-rem,non-rem,non-rem,,,,,169.087.764.364,0.418883028839,461.831.921.464
0,0,265.293.100.000,17700523,19961231,HAPPY JACK CK,,-2.644.841,15.280.106,GDA94,90.000.000,2.918.600.000,Phascolarctos cinereus (southeast Queensland bioregion),koala (southeast Queensland bioregion),V,V,U,1,9,,,,0.000000,,,,,,,,,0,non-rem,non-rem,,,,,100,100,0,0,0,0,non-rem,100,100,nil,-,1,-,1,non-rem,9.0,A,A,non-rem,100,non-rem,non-rem,non-rem,non-rem,,,,,169.087.764.364,0.418883028839,461.831.921.464
